text,pos_tagged
 에는 네이버웹툰의 자회사인 LINE Digital Frontier를 통해 일본 최대 규모 전자책 사업자인 이북재팬EBIJ을 인수했습니다,"[('2022년', 'Number'), ('3월', 'Number'), ('에는', 'Foreign'), ('네이버웹툰', 'Noun'), ('의', 'Josa'), ('자회사', 'Noun'), ('인', 'Josa'), ('LINE', 'Alpha'), ('Digital', 'Alpha'), ('Frontier', 'Alpha'), ('를', 'Noun'), ('통해', 'Noun'), ('일본', 'Noun'), ('최대', 'Noun'), ('규모', 'Noun'), ('전자책', 'Noun'), ('사업자', 'Noun'), ('인', 'Josa'), ('이북', 'Noun'), ('재팬', 'Noun'), ('EBIJ', 'Alpha'), ('을', 'Josa'), ('인수', 'Noun'), ('했습니다', 'Verb')]"
앱에서 경쟁력을 갖춘 LINE Manga와 웹에서 경쟁력을 갖춘 이북 재팬이 시너지를 통해 네이버웹툰이 확보한 글로벌 IP의 일본 유통 일본 현지 크리에이터 발굴에서도 더욱 큰 성과를 있을 것으로 기대하고 있습니다또한 클라우드 웍스 클로바 등의 BB 사업도 좋은 성장세를 유지하고 있는데 특히 017년 클라우드 사업 시작 이후 성장을 이룬 네이버클라우드플랫폼은 지금까지의 경험을 바탕으로 산업별 고객의 니즈를 상품에 접목하고 네이버 그룹에 포진한 기술과 서비스를 네이버 클라우드 플랫폼 상에서 통합 융합하여 버티컬에 특화된 서비스를 제공하는데 주력하는 한편 세계 IT 시장을 선도하는 글로벌 기업들과의 전략적 제휴를 맺고 해외 주요 지역에 서버 기반을 강화하면서 중장기적으로 아시아태평양 지역 Top 클라우드 업체로 성장하기 위해 노력 중입니다,"[('앱', 'Noun'), ('에서', 'Josa'), ('경쟁력', 'Noun'), ('을', 'Josa'), ('갖춘', 'Verb'), ('LINE', 'Alpha'), ('Manga', 'Alpha'), ('와', 'Verb'), ('웹', 'Noun'), ('에서', 'Josa'), ('경쟁력', 'Noun'), ('을', 'Josa'), ('갖춘', 'Verb'), ('이북', 'Noun'), ('재팬', 'Noun'), ('이', 'Josa'), ('시너지', 'Noun'), ('를', 'Josa'), ('통해', 'Noun'), ('네이버웹툰', 'Noun'), ('이', 'Josa'), ('확보', 'Noun'), ('한', 'Josa'), ('글로벌', 'Noun'), ('IP', 'Alpha'), ('의', 'Noun'), ('일본', 'Noun'), ('유통', 'Noun'), ('일본', 'Noun'), ('현지', 'Noun'), ('크리에이터', 'Noun'), ('발굴', 'Noun'), ('에서도', 'Josa'), ('더욱', 'Noun'), ('큰', 'Verb'), ('성과', 'Noun'), ('를', 'Josa'), ('있을', 'Adjective'), ('것', 'Noun'), ('으로', 'Josa'), ('기대하고', 'Adjective'), ('있습니다', 'Adjective'), ('또한', 'Noun'), ('클라우드', 'Noun'), ('웍스', 'Noun'), ('클로', 'Verb'), ('바', 'Noun'), ('등', 'Noun'), ('의', 'Josa'), ('B', 'Alpha'), ('2', 'Number'), ('B', 'Alpha'), ('사업', 'Noun'), ('도', 'Josa'), ('좋은', 'Adjective'), ('성장', 'Noun'), ('세', 'Noun'), ('를', 'Josa'), ('유지', 'Noun'), ('하고', 'Josa'), ('있는데', 'Adjective'), ('특히', 'Adverb'), ('2017년', 'Number'), ('클라우드', 'Noun'), ('사업', 'Noun'), ('시작', 'Noun'), ('이후', 'Noun'), ('성장', 'Noun'), ('을', 'Josa'), ('이룬', 'Verb'), ('네이버', 'Noun'), ('클라우드', 'Noun'), ('플랫폼', 'Noun'), ('은', 'Josa'), ('지금', 'Noun'), ('까지의', 'Josa'), ('경험', 'Noun'), ('을', 'Josa'), ('바탕', 'Noun'), ('으로', 'Josa'), ('산업', 'Noun'), ('별', 'Noun'), ('고객', 'Noun'), ('의', 'Josa'), ('니', 'Modifier'), ('즈', 'Modifier'), ('를', 'Noun'), ('상품', 'Noun'), ('에', 'Josa'), ('접목', 'Noun'), ('하고', 'Josa'), ('네이버', 'Noun'), ('그룹', 'Noun'), ('에', 'Josa'), ('포진', 'Noun'), ('한', 'Josa'), ('기술', 'Noun'), ('과', 'Josa'), ('서비스', 'Noun'), ('를', 'Josa'), ('네이버', 'Noun'), ('클라우드', 'Noun'), ('플랫폼', 'Noun'), ('상', 'Noun'), ('에서', 'Josa'), ('통합', 'Noun'), ('융합', 'Noun'), ('하여', 'Verb'), ('버티', 'Verb'), ('컬', 'Noun'), ('에', 'Josa'), ('특화된', 'Noun'), ('서비스', 'Noun'), ('를', 'Josa'), ('제공', 'Noun'), ('하는데', 'Verb'), ('주력', 'Noun'), ('하는', 'Verb'), ('한편', 'Noun'), ('세계', 'Noun'), ('IT', 'Alpha'), ('시장', 'Noun'), ('을', 'Josa'), ('선도', 'Noun'), ('하는', 'Verb'), ('글로벌', 'Noun'), ('기업', 'Noun'), ('들', 'Suffix'), ('과의', 'Josa'), ('전략', 'Noun'), ('적', 'Suffix'), ('제휴', 'Noun'), ('를', 'Josa'), ('맺고', 'Verb'), ('해외', 'Noun'), ('주요', 'Noun'), ('지역', 'Noun'), ('에', 'Josa'), ('서버', 'Noun'), ('기반', 'Noun'), ('을', 'Josa'), ('강화하면서', 'Adjective'), ('중장', 'Noun'), ('기적', 'Noun'), ('으로', 'Josa'), ('아시아', 'Noun'), ('태평양', 'Noun'), ('지역', 'Noun'), ('Top', 'Alpha'), ('클라우드', 'Noun'), ('업체', 'Noun'), ('로', 'Josa'), ('성장하기', 'Adjective'), ('위해', 'Noun'), ('노력', 'Noun'), ('중', 'Noun'), ('입니다', 'Adjective')]"
네이버는 기술 패러다임 변화에 대응하기 위해 국내외 다양한 기술에 선제적으로 투자하고 있습니다,"[('네이버', 'Noun'), ('는', 'Josa'), ('기술', 'Noun'), ('패러다임', 'Noun'), ('변화', 'Noun'), ('에', 'Josa'), ('대응', 'Noun'), ('하기', 'Verb'), ('위해', 'Noun'), ('국내외', 'Noun'), ('다양한', 'Adjective'), ('기술', 'Noun'), ('에', 'Josa'), ('선제', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('투자', 'Noun'), ('하고', 'Josa'), ('있습니다', 'Adjective')]"
네이버랩스를 통해서는 다양한 일상공간에서 서비스와 연계될 있는 생활환경지능 기술의 연구와 개발을 활발히 진행 중입니다,"[('네이버', 'Noun'), ('랩스', 'Noun'), ('를', 'Josa'), ('통', 'Noun'), ('해서는', 'Verb'), ('다양한', 'Adjective'), ('일', 'Modifier'), ('상공간', 'Noun'), ('에서', 'Josa'), ('서비스', 'Noun'), ('와', 'Josa'), ('연', 'Modifier'), ('계', 'Noun'), ('될', 'Verb'), ('있는', 'Adjective'), ('생활환경', 'Noun'), ('지능', 'Noun'), ('기술', 'Noun'), ('의', 'Josa'), ('연구', 'Noun'), ('와', 'Josa'), ('개발', 'Noun'), ('을', 'Josa'), ('활발히', 'Adjective'), ('진행', 'Noun'), ('중', 'Noun'), ('입니다', 'Adjective')]"
 완공되고 입주가 완료된 네이버의 신사옥 에는 랩스가 지난 년간 개발해온 클라우드 로봇 자율주행 등의 기술이 클로바 AI등 네이버의 다양한 기술과 서비스와 융합되어 적용되어 실제 사용 중입니다,"[('2022년', 'Number'), ('완공', 'Noun'), ('되고', 'Verb'), ('입', 'Noun'), ('주가', 'Noun'), ('완료', 'Noun'), ('된', 'Verb'), ('네이버', 'Noun'), ('의', 'Josa'), ('신', 'Modifier'), ('사옥', 'Noun'), ('1784', 'Number'), ('에는', 'Josa'), ('랩스', 'Noun'), ('가', 'Josa'), ('지난', 'Noun'), ('년', 'Noun'), ('간', 'Suffix'), ('개발', 'Noun'), ('해온', 'Verb'), ('클라우드', 'Noun'), ('로봇', 'Noun'), ('자율', 'Noun'), ('주행', 'Noun'), ('등', 'Noun'), ('의', 'Josa'), ('기술', 'Noun'), ('이', 'Josa'), ('클로', 'Verb'), ('바', 'Noun'), ('AI', 'Alpha'), ('등', 'Noun'), ('네이버', 'Noun'), ('의', 'Josa'), ('다양한', 'Adjective'), ('기술', 'Noun'), ('과', 'Josa'), ('서비스', 'Noun'), ('와', 'Josa'), ('융합', 'Noun'), ('되어', 'Verb'), ('적용', 'Noun'), ('되어', 'Verb'), ('실제', 'Noun'), ('사용', 'Noun'), ('중', 'Noun'), ('입니다', 'Adjective')]"
마지막으로 급변하는 환경 속에서 필요한 역량을 신속하게 강화하고 성장할 있도록 외부 파트너들과의 협력도 진행 중입니다,"[('마지막', 'Noun'), ('으로', 'Josa'), ('급변', 'Noun'), ('하는', 'Verb'), ('환경', 'Noun'), ('속', 'Noun'), ('에서', 'Josa'), ('필요한', 'Adjective'), ('역량', 'Noun'), ('을', 'Josa'), ('신속하게', 'Adjective'), ('강화하고', 'Adjective'), ('성장할', 'Adjective'), ('있도록', 'Adjective'), ('외부', 'Noun'), ('파트너', 'Noun'), ('들', 'Suffix'), ('과의', 'Josa'), ('협력', 'Noun'), ('도', 'Josa'), ('진행', 'Noun'), ('중', 'Noun'), ('입니다', 'Adjective')]"
라인Z홀딩스 경영통합은 발표 이후  개월만인   완료되었으며 네이버는 소프트뱅크 Z홀딩스와 일본 시장에서의 사업기회를 확대해 나가고 있습니다,"[('라인', 'Noun'), ('Z', 'Alpha'), ('홀딩스', 'Noun'), ('경', 'Modifier'), ('영', 'Modifier'), ('통합', 'Noun'), ('은', 'Josa'), ('발표', 'Noun'), ('이후', 'Noun'), ('1년', 'Number'), ('4', 'Number'), ('개월', 'Noun'), ('만인', 'Noun'), ('2021년', 'Number'), ('3월', 'Number'), ('완료', 'Noun'), ('되었으며', 'Verb'), ('네이버', 'Noun'), ('는', 'Josa'), ('소프트뱅크', 'Noun'), ('Z', 'Alpha'), ('홀딩스', 'Noun'), ('와', 'Josa'), ('일본', 'Noun'), ('시장', 'Noun'), ('에서의', 'Josa'), ('사업', 'Noun'), ('기회', 'Noun'), ('를', 'Josa'), ('확대', 'Noun'), ('해', 'Verb'), ('나가고', 'Verb'), ('있습니다', 'Adjective')]"
네이버는 쇼핑 결제 물류로 이어지는 흐름에 완결성을 더하고 글로벌 콘텐츠 경쟁력을 강화하기 위해   CJ대한통운 CJ ENM 스튜디오드래곤과 자사주 교환 전략적 파트너십을 체결하였고  에는 신세계 이마트와 자사주 교환 전략적 파트너십을 체결하였습니다,"[('네이버', 'Noun'), ('는', 'Josa'), ('쇼핑', 'Noun'), ('결제', 'Noun'), ('물류', 'Noun'), ('로', 'Josa'), ('이어지는', 'Verb'), ('흐름', 'Noun'), ('에', 'Josa'), ('완결', 'Noun'), ('성', 'Suffix'), ('을', 'Josa'), ('더하고', 'Adjective'), ('글로벌', 'Noun'), ('콘텐츠', 'Noun'), ('경쟁력', 'Noun'), ('을', 'Josa'), ('강화하기', 'Adjective'), ('위해', 'Noun'), ('2020년', 'Number'), ('10월', 'Number'), ('CJ', 'Alpha'), ('대', 'Modifier'), ('한', 'Modifier'), ('통운', 'Noun'), ('CJ', 'Alpha'), ('ENM', 'Alpha'), ('스튜디오', 'Noun'), ('드래곤', 'Noun'), ('과', 'Josa'), ('자', 'Noun'), ('사주', 'Noun'), ('교환', 'Noun'), ('전략', 'Noun'), ('적', 'Suffix'), ('파트너', 'Noun'), ('십', 'Suffix'), ('을', 'Josa'), ('체결', 'Noun'), ('하였고', 'Verb'), ('2021년', 'Number'), ('3월', 'Number'), ('에는', 'Foreign'), ('신세계', 'Noun'), ('이마트', 'Noun'), ('와', 'Josa'), ('자', 'Noun'), ('사주', 'Noun'), ('교환', 'Noun'), ('전략', 'Noun'), ('적', 'Suffix'), ('파트너', 'Noun'), ('십', 'Suffix'), ('을', 'Josa'), ('체결', 'Noun'), ('하였습니다', 'Verb')]"
에는 카페와 지분 교환을 하며 온라인 판매자들의 다양한 니즈를 아우를 있는 생태계로 자리매김하였습니다,"[('8월', 'Number'), ('에는', 'Foreign'), ('카페', 'Noun'), ('24', 'Number'), ('와', 'Verb'), ('지', 'Modifier'), ('분', 'Noun'), ('교환', 'Noun'), ('을', 'Josa'), ('하며', 'Verb'), ('온라인', 'Noun'), ('판매', 'Noun'), ('자', 'Noun'), ('들', 'Suffix'), ('의', 'Josa'), ('다양한', 'Adjective'), ('니', 'Modifier'), ('즈', 'Modifier'), ('를', 'Noun'), ('아우를', 'Verb'), ('있는', 'Adjective'), ('생태계', 'Noun'), ('로', 'Josa'), ('자리매', 'Adjective'), ('김하였습니다', 'Verb')]"
앞으로도 다양한 분야의 역량 있는 파트너들과의 협업 기회를 모색하며 경쟁력을 강화해 나가고자 합니다,"[('앞', 'Noun'), ('으로도', 'Josa'), ('다양한', 'Adjective'), ('분야', 'Noun'), ('의', 'Josa'), ('역량', 'Noun'), ('있는', 'Adjective'), ('파트너', 'Noun'), ('들', 'Suffix'), ('과의', 'Josa'), ('협업', 'Noun'), ('기회', 'Noun'), ('를', 'Josa'), ('모색', 'Noun'), ('하며', 'Verb'), ('경쟁력', 'Noun'), ('을', 'Josa'), ('강화해', 'Adjective'), ('나가고자', 'Verb'), ('합니다', 'Verb')]"
요약연결재무정보단위 백만원구  분제기 반기제기제기 말 말 말유동자산현금및현금성자산단기금융상품매출채권및기타채권기타비유동자산투자자산40678611518446018유형자산91672111262168456무형자산기타비유동자산자산총계유동부채비유동부채부채총계지배기업 소유주지분6505567767219자본금자본잉여금기타자본구성요소이익잉여금860290804086654814비지배지분자본총계04002776825512　   영업수익영업이익계속영업순이익당기순이익지배회사지분순이익비지배지분순이익기본주당순이익단위 원21108546877희석주당순이익단위 원1910986068연결에 포함된 종속 회사수  종속회사인 LINE과 Z홀딩스의 경영통합에 LINE사업을 중단영업으로 분류함에     제기부터 이전 개년의 연결포괄손익계산서를 재작성하였고 관련 자산부채는 제기    연결재무상태표 상 유동자산유동부채 매각예정자산부채로 분류되어 있습니다,"[('요', 'Modifier'), ('약', 'Modifier'), ('연', 'Modifier'), ('결재', 'Noun'), ('무정', 'Noun'), ('보단', 'Josa'), ('위', 'Noun'), ('백만원', 'Noun'), ('구', 'Noun'), ('분제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반', 'Modifier'), ('기제', 'Noun'), ('23', 'Number'), ('기제', 'Noun'), ('22', 'Number'), ('기', 'Noun'), ('2022년', 'Number'), ('6월', 'Number'), ('말', 'Foreign'), ('2021년', 'Number'), ('12월', 'Number'), ('말', 'Foreign'), ('2020년', 'Number'), ('12월', 'Number'), ('말유동자산', 'Foreign'), ('6053242552787810544659', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('289707927813961600304', 'Number'), ('단기', 'Noun'), ('금융', 'Noun'), ('상품', 'Noun'), ('566220673556291292', 'Number'), ('매출채권', 'Noun'), ('및', 'Noun'), ('기', 'Modifier'), ('타', 'Modifier'), ('채권', 'Noun'), ('14212431454661986826', 'Number'), ('기타', 'Noun'), ('11687006182657666237', 'Number'), ('비유', 'Noun'), ('동', 'Modifier'), ('자산', 'Noun'), ('27112811281631286469580', 'Number'), ('투자', 'Noun'), ('자산', 'Noun'), ('22406783246115184346018', 'Number'), ('유형', 'Noun'), ('자산', 'Noun'), ('223916721112621684563', 'Number'), ('무형', 'Noun'), ('자산', 'Noun'), ('1372205932152105136', 'Number'), ('기', 'Modifier'), ('타', 'Modifier'), ('비유', 'Noun'), ('동', 'Modifier'), ('자산', 'Noun'), ('1094656508196333863', 'Number'), ('자산', 'Noun'), ('총계', 'Noun'), ('331660533369100617014239', 'Number'), ('유동', 'Noun'), ('부채', 'Noun'), ('416494339233197911751', 'Number'), ('비유', 'Noun'), ('동', 'Modifier'), ('부채', 'Noun'), ('59668905740311847356', 'Number'), ('부채', 'Noun'), ('총계', 'Noun'), ('1013183396636308759107', 'Number'), ('지배', 'Noun'), ('기업', 'Noun'), ('소유', 'Noun'), ('주지', 'Noun'), ('분', 'Suffix'), ('22333650235356377367219', 'Number'), ('자본금', 'Noun'), ('164811648116481', 'Number'), ('자본', 'Noun'), ('잉여', 'Noun'), ('금', 'Noun'), ('150928214902141793273', 'Number'), ('기', 'Modifier'), ('타자', 'Noun'), ('본', 'Modifier'), ('구성요소', 'Noun'), ('257814210514661097349', 'Number'), ('이익', 'Noun'), ('잉여', 'Noun'), ('금', 'Noun'), ('23386029230804086654814', 'Number'), ('비지', 'Noun'), ('배지', 'Noun'), ('분', 'Suffix'), ('700570491739887913', 'Number'), ('자본', 'Noun'), ('총계', 'Noun'), ('23034220240273768255132', 'Number'), ('\u3000', 'Foreign'), ('2022년', 'Number'), ('1월', 'Number'), ('3월', 'Number'), ('2021년', 'Number'), ('1월', 'Number'), ('12월', 'Number'), ('2020년', 'Number'), ('1월', 'Number'), ('12월', 'Number'), ('영업수익', 'Foreign'), ('389100368176005304146', 'Number'), ('영업', 'Noun'), ('이익', 'Noun'), ('63793813254781215342', 'Number'), ('계속', 'Noun'), ('영업', 'Noun'), ('순이익', 'Noun'), ('30987314777311141024', 'Number'), ('당', 'Modifier'), ('기', 'Modifier'), ('순이익', 'Noun'), ('30987316477626844997', 'Number'), ('지', 'Modifier'), ('배회', 'Noun'), ('사지', 'Noun'), ('분', 'Suffix'), ('순이익', 'Noun'), ('354490164898501002087', 'Number'), ('비지', 'Noun'), ('배지', 'Noun'), ('분', 'Suffix'), ('순이익', 'Noun'), ('4461712224157090', 'Number'), ('기', 'Modifier'), ('본', 'Modifier'), ('주', 'Modifier'), ('당', 'Modifier'), ('순이익', 'Noun'), ('단위', 'Noun'), ('원', 'Noun'), ('23321108546877', 'Number'), ('희', 'Adjective'), ('석', 'Modifier'), ('주', 'Modifier'), ('당', 'Modifier'), ('순이익', 'Noun'), ('단위', 'Noun'), ('원', 'Noun'), ('23191098606833', 'Number'), ('연결', 'Noun'), ('에', 'Josa'), ('포함', 'Noun'), ('된', 'Verb'), ('종속', 'Noun'), ('회사', 'Noun'), ('수', 'Noun'), ('9475133', 'Number'), ('종', 'Noun'), ('속', 'Modifier'), ('회사', 'Noun'), ('인', 'Josa'), ('LINE', 'Alpha'), ('과', 'Noun'), ('Z', 'Alpha'), ('홀딩스', 'Noun'), ('의', 'Josa'), ('경', 'Modifier'), ('영', 'Modifier'), ('통합', 'Noun'), ('에', 'Josa'), ('LINE', 'Alpha'), ('사업', 'Noun'), ('을', 'Josa'), ('중단', 'Noun'), ('영업', 'Noun'), ('으로', 'Josa'), ('분류', 'Noun'), ('함', 'Noun'), ('에', 'Josa'), ('제', 'Noun'), ('22', 'Number'), ('기', 'Noun'), ('부터', 'Josa'), ('이전', 'Noun'), ('3', 'Number'), ('개년', 'Noun'), ('의', 'Josa'), ('연결', 'Noun'), ('포괄', 'Noun'), ('손익계산서', 'Noun'), ('를', 'Josa'), ('재작성', 'Noun'), ('하였고', 'Verb'), ('관련', 'Noun'), ('자산', 'Noun'), ('부채', 'Noun'), ('는', 'Josa'), ('제', 'Noun'), ('22', 'Number'), ('기', 'Noun'), ('연결', 'Noun'), ('재무상태표', 'Noun'), ('상', 'Noun'), ('유동', 'Noun'), ('자산', 'Noun'), ('유동', 'Noun'), ('부채', 'Noun'), ('매', 'Modifier'), ('각', 'Modifier'), ('예정자', 'Noun'), ('산부채', 'Noun'), ('로', 'Josa'), ('분류', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
연결재무제표연결 재무상태표제  기 반기말 ,"[('연결', 'Noun'), ('재무제표', 'Noun'), ('연결', 'Noun'), ('재무상태표', 'Noun'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반기말', 'Verb'), ('2022', 'Number')]"
 까지제  기 반기 ,"[('30', 'Number'), ('까지', 'Verb'), ('제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2021', 'Number')]"
